budget,revenue,runtime,popularity,vote_average,vote_count,movie_age,original_language_encoded,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
150000000,301970083,99,7.9073,5.75,4361,13.6,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000000,145000000,84,7.7862,6.836,5518,13.75,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
19000000,140705322,89,7.6473,5.748,7528,9.31,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000000,76270454,119,7.8896,7.756,5956,38.42,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
150000000,309979994,98,7.6739,6.531,6311,16.95,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,43070915,115,7.722,6.433,9040,7.7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60000000,7000000,113,7.8246,6.313,1235,2.52,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65000000,128905366,123,7.5338,5.864,4125,20.9,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
92000000,264105545,98,8.6984,5.8,4339,25.0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40000000,31672678,121,7.9962,6.897,2276,7.04,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38000000,34300000,88,7.431,5.61,1142,22.22,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20000000,57194667,105,8.5737,6.818,3187,19.63,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18000000,76987621,103,6.445,6.944,2983,2.58,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
150000000,490719763,140,6.9491,7.21,9409,8.31,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
75000000,349464664,121,8.1056,6.233,3161,27.49,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
200000000,435000000,109,7.2567,6.176,6964,22.34,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65000000,137792047,96,8.3361,7.052,1808,6.26,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000,346079773,81,7.8518,6.911,5903,30.38,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
78000000,65267446,189,8.7987,7.38,3510,2.87,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75000000,342463063,110,7.539,6.523,7327,17.37,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3600000,303000000,79,7.0504,7.173,6484,64.77,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127500000,354248063,82,7.2801,6.546,2651,25.46,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
55000000,300478449,144,7.6334,7.1,4088,46.89,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137000000,245360480,138,8.4148,5.578,6072,22.38,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1800000,393824,108,8.5192,6.305,727,4.07,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85000000,137300000,131,7.5597,6.474,2850,32.38,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26000000,144327371,86,7.5163,7.357,1243,4.24,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73000000,151493655,118,7.7057,6.795,3701,26.0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
45000000,186003591,129,7.4116,7.399,6080,19.63,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
140000000,449220945,183,7.8428,6.941,6768,24.45,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30000000,49263404,104,7.6587,6.257,1065,10.42,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000000,16976561,100,7.8826,7.496,4716,7.43,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
200000000,589593688,106,7.8377,6.334,8191,17.01,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100000000,30552111,153,7.2699,7.416,3631,4.06,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
60000,248639099,81,7.9104,6.362,5160,26.31,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2000000,15992568,100,7.5489,6.5,169,0.49,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,137328301,115,6.7575,6.722,5375,12.07,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40000000,32227855,90,7.8063,6.696,319,1.26,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
51000000,99630675,97,7.6218,6.528,2645,7.21,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40000000,61601280,99,7.7453,6.674,1661,16.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62000000,53321673,93,6.9448,5.635,2342,19.93,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
100000000,362211740,120,7.2584,5.763,4253,24.28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50000000,116112375,179,7.5176,7.993,6212,29.95,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6000000,396271103,110,7.5433,7.374,7483,47.38,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000000,321731527,118,7.5785,6.703,3071,33.47,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5000000,6175213,88,6.985,5.348,1037,3.13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000000,74515586,107,7.6653,6.91,2493,2.81,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3500000,4159678,104,4.7245,6.694,1661,15.01,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1752000,5000000,110,7.6464,8.292,2773,75.23,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000000,59629242,110,6.65,7.066,578,1.87,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000000,115505027,104,7.3708,6.825,3597,20.92,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40000000,79700000,110,8.0721,6.0,1825,13.46,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
120000000,649398328,142,7.2574,6.585,13848,23.47,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45000000,101702060,93,7.2714,6.083,4996,17.32,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
65000000,65079104,101,7.7058,6.432,3433,19.99,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22000000,424208848,181,7.9565,7.8,4488,35.6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
61000000,442636309,158,8.3398,7.3,5432,12.88,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
80000000,122444772,89,7.6646,6.136,3297,16.11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58000000,316791257,135,7.2024,7.855,10669,23.89,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
140000000,445135288,88,7.5129,6.381,10298,23.34,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000,59000000,110,8.0827,6.99,3841,63.07,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000000,1970445,116,6.9867,6.582,747,0.91,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
30000000,51376861,95,8.1675,4.5,1259,27.98,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65000000,76801179,92,6.951,5.373,1992,11.78,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
85000000,149000000,85,7.6793,6.5,2630,18.41,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,80276156,113,7.4342,6.437,2927,18.05,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55000000,21948551,123,7.4155,7.736,2914,2.54,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11000000,88489643,120,7.1333,6.982,2980,19.27,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16000000,30900000,99,7.4157,7.686,4847,38.11,4,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5500000,11494812,123,7.7379,7.23,766,44.61,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7000000,6237990,110,8.3436,5.868,1723,11.07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
69000000,177900000,116,7.735,6.092,8305,8.44,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,356296601,122,8.5857,8.003,12601,26.14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000000,27849137,108,6.5655,6.335,206,2.48,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33000000,104374176,111,7.711,6.063,1896,3.06,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80000000,270000000,128,7.3098,6.6,1681,21.89,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
120000000,407141258,116,6.9041,6.89,6463,3.73,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000000,286168572,124,6.7321,6.662,11115,12.57,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
80000000,122563539,83,7.9697,7.686,4776,23.45,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
30000000,46357676,117,7.1157,8.122,11018,38.36,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30000000,132032598,82,7.4579,6.5,2336,31.63,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28000000,133346506,131,7.3397,7.359,9440,9.9,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150000000,527000000,107,7.2646,7.449,17060,8.29,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40000000,86400000,116,7.6042,6.054,4247,11.45,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70000000,46247409,91,6.8636,7.191,1065,2.35,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29700000,93882453,155,7.2694,8.2,878,4.66,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
500000,7582541,93,7.2948,5.9,411,1.61,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22000000,115171795,113,8.3428,7.669,6248,5.84,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,72109200,101,7.0897,5.666,2175,17.2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23200000,3016380,140,7.0837,6.62,288,0.89,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
100000000,336529144,121,7.8889,5.447,5388,30.38,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
185000000,786636033,122,6.9283,6.019,8702,17.45,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,76000000,119,7.4765,6.985,3974,16.87,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25000000,71255003,97,6.7943,5.588,1110,21.08,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35000000,99255460,92,6.4985,6.511,1756,19.38,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,204313400,113,6.5732,5.722,3917,17.41,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000000,14800000,86,7.5027,5.415,467,21.43,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199507,207118,83,8.1208,6.339,406,2.44,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3000000,5228752,125,7.1,7.969,4455,39.26,11,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1203235,1090116,95,7.8571,6.968,7545,5.99,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
50000000,71261763,116,7.2802,7.125,8294,9.47,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,791863,138,7.9833,7.07,8844,3.9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32350000,572700000,132,7.6218,7.905,16377,42.44,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3000000,4000000,99,7.0472,7.479,3783,54.35,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
80000000,311950384,104,6.4206,7.2,5227,8.73,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000000,57600000,95,7.3595,7.036,4928,6.2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60000000,253625427,100,7.5683,5.973,2365,18.67,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,79300000,100,7.4948,6.8,1269,36.22,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9800000,5566776,152,7.0586,7.1,2929,7.33,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
20000000,2014050,100,7.0819,5.2,470,1.18,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25000000,6850036,96,7.5749,6.65,858,2.58,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
64000000,101600000,98,7.8004,5.918,1818,19.18,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,175400000,97,6.8457,7.189,3930,17.86,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85000000,222231186,88,8.0126,6.161,5994,17.72,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40000000,9112817,108,7.6808,6.41,1085,2.08,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800000,5600000,105,7.1068,7.148,421,1.34,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
40000000,71508440,108,7.9436,6.637,2725,14.27,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
13000000,122700000,220,7.7086,7.769,1754,69.08,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14750000,6283415,96,6.5991,6.921,366,1.31,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
110000000,215294342,165,7.0304,7.182,4109,25.35,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
55000000,326088587,95,6.9245,7.114,4020,10.94,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,136300000,102,7.1965,6.3,5286,16.65,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
56000000,198636868,95,8.8735,6.066,3128,20.67,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000,113200000,92,7.4709,6.688,4098,17.78,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
50000000,314178011,139,7.3147,7.4,3953,27.87,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
52000000,910813521,135,7.565,7.966,17351,7.03,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
114000,30236452,96,6.826,7.613,2595,57.08,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15000000,78053145,120,8.341,7.217,1460,9.26,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
180000000,73621640,102,7.4967,6.257,1358,2.95,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
75000000,46733235,104,7.3344,6.791,1624,27.05,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5000000,41900000,93,7.4921,6.73,3693,11.22,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
209000000,303025485,131,7.0592,5.879,5731,13.56,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6000000,51600000,75,6.9608,6.945,5336,66.71,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
90000000,429632142,143,7.7282,7.66,11861,24.87,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000000,5765562,81,6.9785,5.3,601,35.81,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8000000,130442786,126,7.8233,7.209,4499,41.37,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12000000,42900000,88,7.0366,6.647,4005,19.18,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18500000,87761988,99,7.1206,5.89,1299,6.76,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000,11446172,105,7.2126,6.682,3654,18.58,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19000000,12900000,116,8.1527,6.872,2765,39.66,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10000000,4772,110,7.3064,6.192,167,0.76,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,145079584,118,8.9525,7.27,8925,14.27,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
100000000,86493046,116,6.1302,5.915,3059,7.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20000000,187000000,134,7.5329,7.939,11633,12.04,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10000000,59217789,90,6.7203,6.475,3148,24.34,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4800000,81979826,94,7.791,5.9,3792,19.82,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50000000,177500000,116,7.7512,6.851,4261,22.74,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000000,120098945,150,8.4154,8.381,9727,23.13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27000000,74542088,97,6.759,7.234,2540,35.93,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,110045109,116,6.6253,7.083,6598,10.23,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,152159461,136,7.7563,7.874,14509,21.55,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
68000000,96976270,131,7.3201,7.422,3856,24.68,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
40000000,243240178,138,6.9112,7.545,3911,32.9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,205754447,99,6.7428,6.218,4925,9.67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165000000,389681935,120,6.668,5.349,6264,9.37,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12000000,11293663,106,7.3712,7.196,1941,18.06,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19000000,145166804,122,7.1935,6.598,2912,20.15,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
42000000,201585328,109,6.7441,6.882,10646,13.64,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,5514627,94,6.7289,7.021,73,1.64,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000000,881,120,7.3084,7.625,838,3.5,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
110000000,297002527,119,7.182,6.364,10220,10.63,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11000000,153083102,106,7.2536,7.137,6691,41.4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1500000,4229114,97,7.2253,7.246,1532,40.79,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
82000000,89792502,110,7.0453,6.2,4893,14.61,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3500000,10900000,84,7.7972,7.5,3321,38.64,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11000000,15400000,91,7.4988,6.942,1313,35.44,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
200000000,371353001,115,6.7538,6.07,6761,16.46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30000000,180622424,108,6.9628,6.399,1607,23.1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000000,26118851,113,7.0629,7.352,1769,35.0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
117000000,261989769,109,6.7074,6.226,4707,15.39,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000,78382433,108,8.2304,5.765,1426,23.74,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38000000,107597242,94,6.9635,5.175,1630,10.55,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85000000,298572799,86,6.6343,6.508,3430,17.67,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5000000,4000000,105,7.3035,7.089,1249,3.69,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
7500000,8742330,109,6.9553,6.591,969,18.0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,92158961,92,7.0134,6.5,3808,16.78,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12300000,814204,87,7.1544,6.9,27,1.05,7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65000000,138003641,140,7.1394,7.112,1221,0.86,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
85000000,51691156,113,6.6632,7.489,8241,15.23,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25600000,6206231,99,7.2349,7.662,201,1.56,26,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
90000000,191466556,113,7.0098,6.667,3541,20.44,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
40000000,178866158,129,8.16,6.616,3895,16.74,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37000000,154026136,125,7.4499,7.22,5337,15.13,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
140000000,553799566,151,7.4749,6.835,8278,27.34,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
200000000,325286646,96,7.0122,6.892,4747,16.0,4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
38000000,90200000,123,7.2951,7.728,7514,12.17,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,7700000,119,8.3392,7.555,2729,7.06,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36000000,12532777,107,7.804,7.562,6642,28.16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
25000000,41914915,107,6.5121,5.955,2584,3.94,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44000000,12342632,113,6.6359,6.189,6017,10.86,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,220239925,120,7.1367,7.235,5966,21.25,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8000000,1361,93,7.1816,7.344,861,19.56,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
20000000,78378744,88,7.3617,4.806,2901,12.56,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,48428063,79,7.1115,6.934,3727,16.21,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4500000,6582065,108,6.8726,7.296,1287,24.54,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
50000000,202292902,115,7.2387,7.315,3329,26.86,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350000,100000000,91,7.1607,6.674,4722,46.56,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4000000,14241310,91,6.6554,7.182,2210,40.53,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25000000,170764026,84,7.5009,6.702,7471,17.8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
180000000,356743061,109,6.9723,5.914,6350,9.35,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2500000,60141683,86,6.7601,5.95,1974,12.81,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18000000,35700000,94,6.6974,7.085,7809,14.98,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5141025,105046,98,6.4546,5.9,152,1.73,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24000000,32710894,76,6.6864,6.4,607,33.57,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
185000000,261119292,128,6.6353,6.417,5415,6.03,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65000000,179379533,83,7.1891,6.213,6144,13.47,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,124700000,125,7.8661,6.805,2075,24.89,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
60000000,95396573,130,7.2084,6.437,4549,12.2,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
68000000,170823080,130,7.5346,6.826,4562,3.29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
60000000,219417255,128,7.0215,7.352,8325,21.38,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,157920733,107,6.678,6.4,1595,35.35,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40000000,130290885,94,7.171,5.178,3127,17.86,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
29000000,287144079,115,6.5776,6.846,5411,10.49,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32000000,61477797,96,6.8862,7.16,3508,20.11,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4650000,103100000,139,7.0863,7.558,4852,60.88,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000000,788976453,127,7.0609,7.296,15797,21.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30000000,47042000,118,6.5502,6.897,10529,13.1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
