original_language,overview,title,budget,revenue,runtime,release_date,popularity,vote_average,vote_count,genres
es,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",The Devil's Backbone,4500000,6582065,108,2001-04-20,6.8726,7.296,1287,"['Fantasy', 'Drama', 'Horror', 'Thriller']"
en,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",Patch Adams,50000000,202292902,115,1998-12-25,7.2387,7.315,3329,"['Comedy', 'Drama']"
en,"In the ravaged near-future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them.",Mad Max,350000,100000000,91,1979-04-12,7.1607,6.674,4722,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
en,"When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician.",The Return of the Living Dead,4000000,14241310,91,1985-04-25,6.6554,7.182,2210,"['Horror', 'Comedy', 'Science Fiction']"
en,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",Cloverfield,25000000,170764026,84,2008-01-15,7.5009,6.702,7471,"['Action', 'Thriller', 'Science Fiction']"
en,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",The Legend of Tarzan,180000000,356743061,109,2016-06-29,6.9723,5.914,6350,"['Fantasy', 'Action', 'Adventure']"
en,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",A Haunted House,2500000,60141683,86,2013-01-11,6.7601,5.95,1974,"['Comedy', 'Horror']"
en,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,127 Hours,18000000,35700000,94,2010-11-12,6.6974,7.085,7809,"['Adventure', 'Drama', 'Thriller']"
no,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?",Handling the Undead,5141025,105046,98,2024-02-09,6.4546,5.9,152,"['Horror', 'Drama', 'Mystery']"
en,"When a sprite named Crysta shrinks a human boy, Zak, down to her size, he vows to help the magical fairy folk stop a greedy logging company from destroying their home: the pristine rainforest known as FernGully. Zak and his new friends fight to defend FernGully from lumberjacks — and the vengeful spirit they accidentally unleash after chopping down a magic tree.",FernGully: The Last Rainforest,24000000,32710894,76,1992-04-10,6.6864,6.4,607,"['Family', 'Fantasy', 'Animation', 'Adventure']"
en,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",Terminator: Dark Fate,185000000,261119292,128,2019-10-23,6.6353,6.417,5415,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
en,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,The Dictator,65000000,179379533,83,2012-05-15,7.1891,6.213,6144,['Comedy']
en,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",The Family Man,60000000,124700000,125,2000-12-12,7.8661,6.805,2075,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
en,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",The Mortal Instruments: City of Bones,60000000,95396573,130,2013-08-21,7.2084,6.437,4549,"['Fantasy', 'Action', 'Mystery']"
en,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",Nope,68000000,170823080,130,2022-07-20,7.5346,6.826,4562,"['Horror', 'Science Fiction', 'Thriller']"
en,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",The Terminal,60000000,219417255,128,2004-06-17,7.0215,7.352,8325,"['Comedy', 'Drama']"
en,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",Days of Thunder,60000000,157920733,107,1990-06-27,6.678,6.4,1595,"['Adventure', 'Action', 'Drama']"
en,"After a horrifying PredAlien crash-lands near a small Colorado town, killing everyone it encounters and producing countless Alien offspring, a lone Predator arrives to ""clean up"" the infestation.",Aliens vs Predator: Requiem,40000000,130290885,94,2007-12-25,7.171,5.178,3127,"['Action', 'Science Fiction', 'Thriller', 'Horror']"
en,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",Pitch Perfect 2,29000000,287144079,115,2015-05-07,6.5776,6.846,5411,"['Comedy', 'Music']"
en,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,A History of Violence,32000000,61477797,96,2005-09-23,6.8862,7.16,3508,"['Drama', 'Thriller', 'Crime']"
en,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",Mary Poppins,4650000,103100000,139,1964-12-17,7.0863,7.558,4852,"['Comedy', 'Family', 'Fantasy']"
en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",Spider-Man 2,200000000,788976453,127,2004-06-25,7.0609,7.296,15797,"['Action', 'Adventure', 'Science Fiction']"
en,"In the year 2044, time travel has not yet been invented but in 30 years it will have been. When the mob wants to get rid of someone, they will send their target into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",Looper,30000000,47042000,118,2012-09-26,6.5502,6.897,10529,"['Action', 'Thriller', 'Science Fiction']"
en,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",The Great Gatsby,105000000,351040419,143,2013-05-09,6.8476,7.361,12639,"['Drama', 'Romance']"
en,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city  and searching for his chosen bride — a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.",End of Days,100000000,212000000,122,1999-11-24,7.0328,6.089,1956,"['Action', 'Horror', 'Fantasy']"
en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,House of Wax,40000000,68766121,113,2005-05-05,6.6137,6.018,3187,"['Mystery', 'Horror', 'Thriller']"
en,The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.,Limitless,27000000,161900000,105,2011-03-17,6.4193,7.192,11054,"['Thriller', 'Mystery', 'Science Fiction']"
en,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Accompanied by her friend Lilly, Mia continues her 'princess lessons', like riding horses side-saddle and archery. But her already complicated life is turned upside down once again when she learns that she is to take the crown as queen earlier than expected, all while she meets a mysteriously charming young man.",The Princess Diaries 2: Royal Engagement,40000000,134734481,113,2004-08-06,6.9246,6.714,3332,"['Comedy', 'Drama', 'Family', 'Romance']"
en,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",Kinds of Kindness,15000000,16398509,164,2024-05-30,7.1729,6.491,1108,"['Drama', 'Comedy']"
en,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,Falling Down,25000000,40903593,113,1993-02-26,6.6433,7.386,3890,"['Crime', 'Drama', 'Thriller']"
en,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",Alvin and the Chipmunks: Chipwrecked,75000000,342695435,87,2011-12-14,6.9171,5.696,2285,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']"
en,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",Blue Beetle,104000000,130788072,128,2023-08-16,7.3278,6.663,2926,"['Action', 'Science Fiction', 'Adventure']"
en,"In the aftermath of her husband's death, widow Ramona's struggle to raise her two kids is hindered by the arrival of a mysterious woman with supernatural abilities.",The Woman in the Yard,12000000,23311502,87,2025-03-27,7.2257,5.8,323,"['Horror', 'Mystery']"
en,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",Pay It Forward,40000000,55707411,122,2000-10-20,6.9378,7.359,1907,['Drama']
en,"After a fateful miss, an assassin battles his employers, and himself, on an international manhunt he insists isn't personal.",The Killer,175000000,362113,118,2023-10-25,7.0558,6.582,2528,"['Crime', 'Thriller']"
en,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,Sherlock Holmes,90000000,524028679,129,2009-12-23,6.8938,7.215,14383,"['Action', 'Adventure', 'Crime', 'Mystery']"
en,"Batman and his sidekick Robin attempt to the foil the sinister schemes of a deranged set of new villains, most notably the melancholy Mr. Freeze, who wants to make Gotham City into an arctic region, and the sultry Poison Ivy, a botanical femme fatale. As the Dynamic Duo contend with these bad guys, a third hero, Batgirl, joins the ranks of the city's crime-fighters.",Batman & Robin,125000000,238207122,125,1997-06-20,6.5986,4.383,5217,"['Action', 'Science Fiction', 'Adventure']"
en,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",Countdown,6500000,48021766,90,2019-10-24,6.7441,6.225,2215,"['Horror', 'Thriller']"
en,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",Faster,24000000,23081726,98,2010-11-23,7.4899,6.346,2006,"['Crime', 'Drama', 'Action', 'Thriller']"
en,"Dr. Ryan Stone, a brilliant medical engineer, is on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Gravity,105000000,723192705,91,2013-10-03,6.6052,7.163,15859,"['Science Fiction', 'Thriller', 'Drama']"
en,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,Glass Onion: A Knives Out Mystery,40000000,15000000,140,2022-11-23,6.8886,7.042,6142,"['Comedy', 'Crime', 'Mystery']"
fr,"Compulsive spenders Albert and Bruno are in debt up to their necks. While seeking help from community workers to get their lives back on track, they run into a group of young green activists. Lured by the free beer and snacks rather than by the ideals of eco-activists, Albert and Bruno find themselves joining the movement without much conviction.",A Difficult Year,13000000,7004555,120,2023-10-18,6.4984,5.943,298,['Comedy']
en,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",Alien Resurrection,70000000,162000000,109,1997-11-12,6.5947,6.16,5302,"['Science Fiction', 'Horror', 'Action']"
en,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",Apollo 13,52000000,355237933,140,1995-06-30,7.0865,7.451,5639,"['Drama', 'History']"
en,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",Road to Perdition,80000000,181001478,117,2002-07-12,7.0708,7.35,3822,"['Crime', 'Drama', 'Thriller']"
en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Jupiter Ascending,176000000,184000000,127,2015-02-04,6.2046,5.5,6913,"['Science Fiction', 'Fantasy', 'Action']"
en,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",Us,20000000,256067149,116,2019-03-14,6.6584,6.955,7767,"['Horror', 'Mystery', 'Thriller']"
en,"Carl Allen, a guy whose life is going nowhere, signs up for a self-help program based on one simple covenant: say yes to everything…and anything.",Yes Man,70000000,223200000,104,2008-12-09,7.3401,6.7,7113,"['Comedy', 'Romance']"
en,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",Tower Heist,75000000,152930623,104,2011-11-02,7.4488,6.11,3065,"['Action', 'Comedy']"
en,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",No Escape,5000000,54400000,103,2015-08-26,6.7629,6.948,2625,"['Thriller', 'Action']"
en,"A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",Conan the Barbarian,20000000,73951475,129,1982-03-16,8.4158,6.804,2642,"['Adventure', 'Fantasy', 'Action']"
en,A talented young writer embarks on a creative odyssey when her teacher assigns a project that entangles them both.,Miller's Girl,4000000,1430985,93,2024-01-18,7.0623,6.4,869,"['Thriller', 'Drama', 'Romance']"
fr,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,Benedetta,24350000,2652725,131,2021-07-09,6.5329,6.6,1090,"['History', 'Drama', 'Romance']"
en,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",Alien³,50000000,159773545,114,1992-05-22,6.9085,6.4,6072,"['Science Fiction', 'Action', 'Horror']"
en,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",Wall Street: Money Never Sleeps,70000000,134748021,133,2010-09-20,6.3866,6.091,1605,"['Drama', 'Crime']"
en,A radio host is victimised by the notorious cannibal family while a former Texas Marshal hunts them.,The Texas Chainsaw Massacre 2,4500000,8027706,100,1986-08-22,6.4656,5.6,955,"['Horror', 'Comedy']"
en,Two young men meet in a twin bereavement support group and form an unlikely bromance.,Twinless,2000000,1252776,100,2025-09-04,6.7244,7.688,25,"['Comedy', 'Drama']"
it,A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.,Cannibal Holocaust,100000,2000000,96,1980-02-07,7.9858,6.3,1772,['Horror']
en,"The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.",Serenity,25000000,14500000,102,2019-01-24,7.2688,5.443,1568,"['Thriller', 'Mystery', 'Drama']"
en,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",Peppermint,25000000,53918723,102,2018-09-06,7.523,6.73,2150,"['Action', 'Thriller']"
en,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,Thunderball,9000000,141200000,130,1965-12-11,7.0078,6.673,2480,"['Adventure', 'Action', 'Thriller']"
en,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",Lionheart,6000000,24271196,105,1990-06-07,6.4167,6.579,1096,['Action']
en,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,Indecent Proposal,38000000,266614059,117,1993-04-07,7.5485,6.397,1525,"['Romance', 'Drama']"
en,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder Mason Dixon retaliates by challenging the Italian Stallion to a 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior. Rocky takes on Dixon in what will become the greatest fight in boxing history!",Rocky Balboa,24000000,155929020,102,2006-12-20,7.016,6.876,3657,['Drama']
en,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",The Adjustment Bureau,50200000,127900000,106,2011-03-03,7.0904,6.767,4711,"['Science Fiction', 'Thriller', 'Romance']"
en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",Life of Pi,120000000,609016565,127,2012-11-20,7.3521,7.4,13446,"['Adventure', 'Drama']"
en,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",Rio 2,103000000,498781117,101,2014-03-19,7.3749,6.5,3643,"['Animation', 'Adventure', 'Comedy', 'Family']"
ja,"Real zombies arrive and terrorize the crew of a zombie film being shot in an abandoned warehouse, said to be the site of military experiments on humans.",One Cut of the Dead,52406,27590180,96,2017-11-04,6.8209,7.6,918,"['Comedy', 'Horror', 'Drama']"
en,"Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",Courageous,1000000,35690739,129,2011-09-30,6.6021,7.603,388,['Drama']
en,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",Unleashed,45000000,50871113,103,2005-02-02,6.8236,6.937,2088,"['Action', 'Crime']"
en,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,A Dog's Purpose,22000000,205000000,100,2017-01-19,7.3281,7.641,3441,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']"
en,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",The Core,60000000,74208267,136,2003-03-28,7.3364,5.815,2042,"['Science Fiction', 'Adventure', 'Thriller']"
en,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",Rush Hour 2,90000000,347325802,90,2001-08-03,7.5064,6.749,4374,"['Action', 'Comedy', 'Crime']"
en,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",Smurfs: The Lost Village,60000000,197183546,89,2017-03-23,6.6714,6.351,1509,"['Family', 'Comedy', 'Adventure', 'Animation']"
en,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",Police Academy,4500000,81198894,97,1984-03-22,6.6058,6.693,2846,"['Comedy', 'Crime']"
en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",Fargo,7000000,60611975,98,1996-03-08,6.819,7.85,8613,"['Crime', 'Drama', 'Thriller']"
en,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",Insidious: The Last Key,10000000,172811971,103,2018-01-03,6.2094,6.253,3038,"['Horror', 'Thriller']"
en,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",The SpongeBob Movie: Sponge Out of Water,74000000,311594032,93,2015-01-28,7.0234,6.086,2446,"['Family', 'Comedy', 'Adventure', 'Animation']"
en,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",Ella Enchanted,31000000,27400000,96,2004-04-09,6.7945,6.469,1911,"['Family', 'Fantasy', 'Comedy']"
en,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",Rampage,120000000,428028233,107,2018-04-11,6.7412,6.456,7292,"['Action', 'Adventure', 'Science Fiction']"
en,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",Big Fish,70000000,123200000,125,2003-12-25,6.9282,7.755,7492,"['Adventure', 'Fantasy', 'Drama']"
en,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",Hook,70000000,300854823,142,1991-04-10,7.1029,6.838,5518,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
en,"A married workaholic, Michael Newman doesn't have time for his wife and children, not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty, a loopy sales clerk, he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.",Click,82500000,240685326,107,2006-06-23,6.4806,6.3,7292,"['Comedy', 'Drama', 'Fantasy']"
en,"In early 19th-century France, the Marquis de Sade is confined to an asylum where his forbidden writings continue to circulate beyond its walls. As the authorities tighten control, a clash unfolds between the Marquis’ unyielding imagination, the reformist ideals of the Abbé in charge, and the repressive measures of a doctor sent to silence him. Desire, power, and censorship collide in a battle over freedom of expression.",Quills,13500000,17989227,124,2000-11-22,6.0734,7.2,682,['Drama']
en,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",Double Impact,15000000,30102717,110,1991-07-31,6.9122,6.197,1142,"['Thriller', 'Action', 'Crime', 'Drama']"
en,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",Goosebumps,58000000,158261424,103,2015-08-05,6.8342,6.309,3883,"['Adventure', 'Horror', 'Comedy']"
en,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",Death Proof,25000000,31126421,113,2007-05-22,7.1125,6.834,5384,"['Action', 'Thriller']"
